"id","profileName","text","date","title","rating","images","helpful","variant:","variant:colour","variant:style name"
"R136J5TXGCHKNP","Rahul Thazhakandy","It keeps falling out of the ear within minutes. Worst design. Spend some extra amount and buy a good earphone.","Reviewed in India on 5 January 2025","Dont buy this cheap earphone.","1.0 out of 5 stars","","0",,,
"R127U06886DSV9","Jhanvi","Dont waste money on this","Reviewed in India on 5 January 2025","Worst","1.0 out of 5 stars","","0",,,
"R3FHM2M03F399H","Nice product, highly satisfied ","First of all the one of the ear piece is not working. There is no option of return/ replacement. Also the fit is not proper, bit slippery. Disappointing!!!","Reviewed in India on 4 January 2025","One side not working,Fit issue and return and replacement not available","1.0 out of 5 stars","","0",,,
"R3F2HGYWM6WL4L","Abhimanyu shivhare","you can't wear it more than 15 min.","Reviewed in India on 2 January 2025","uncomfortable","2.0 out of 5 stars","","0",,,
"RJQ1SUXAMASA2","Babita","Very loose","Reviewed in India on 1 January 2025","Very loose","2.0 out of 5 stars","","0",,,
"REMYC8Y3NABOG","Aria jane","I got these earphones this year and these were 800 rupees at the time. Legit stopped working after only 7 months of use!! And no matter what buds you try, it just keeps slipping from your ear so can't use it for even 2-3 mins while taking a walk or something.","Reviewed in India on 30 December 2024","Doesn't work for too long!","1.0 out of 5 stars","","0",,,
"R1V6VDWJR1XMF9","Kindle Customer","Jack is not good. I have bought the same product earlier. But this time it's jack doesn't support many a times.","Reviewed in India on 24 December 2024","Loose jack","2.0 out of 5 stars","","0",,,
"R3AGO9UYCD4LYU","CV Parmar","please go for official site of boat","Reviewed in India on 24 December 2024","that's why selling in 299 just because of selling fake product","1.0 out of 5 stars","","0",,,
"RTPF5PE3II4X2","Shwetha","I would rate this as average when compared to other models of Boat headphones, that is because, this one constantly falls out of the ears. I thought maybe because wet ears or so that I read on internet. But that is not true, because this one causing same problem to everyone who is using it. They provided us with 3-4 extra buds for replacement. Have tried still it doesn't. I always prefer buying headphones from Boat but this one was a failure. Now I am planning to buy boat 250 bluetooth headphones that my sister is using because it is far far better than this. I wasted my money on this one....","Reviewed in India on 21 December 2024","Constantly falls out of ears","1.0 out of 5 stars","","0",,,
"R2T89A87QN3AGS","Rakesh Kumar","It is very poor quality and does not last more than a year.एक चीज अपने जीवन में समझ में आया बोट का प्रोडक्ट खरीदने कभी जीवन में इसको ना खरीदें क्योंकि 1 साल से ज्यादा चलता नहीं।","Reviewed in India on 20 December 2024","बहुत ही घटिया है 1 साल से ज्यादा नहीं चलता।","1.0 out of 5 stars","","0",,,
"R1CRJGZE6EAUPE","Amazon Customer","Using it for couple of months now. The earphone is really heavy and uncomfortable. The ears start hurting after wearing it for a while and it keeps falling off. I tried all the eartips, and none of them fit. The JBL ones in the same price range are much much better than this one.","Reviewed in India on 20 December 2024","The earphone has design flaw","1.0 out of 5 stars","","0",,,
"RGCV67GVKC7TZ","Mic for this product is not working properly. I specifically bye it for meeting purpose and it is useless for me.","Mic is not working properly.","Reviewed in India on 16 December 2024","Mic not working.","1.0 out of 5 stars","","0",,,
"R3VYZN21OXEAZQ","Sweta shree","It's jack is very looseNot connected well in my phone","Reviewed in India on 16 December 2024","Not satisfied","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R3S1V0ULFNZTF","Dipak Bembalge","Mike button is not on","Reviewed in India on 16 December 2024","Mike button is not on","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71Uux0m3qqL.jpg","0",,,
"RGPB68TRHNDT6","Anisha mangtani","Very nice product, very nice sound quality","Reviewed in India on 15 December 2024","Durable","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"RNGIJ0TZE3IUV","Bharathi ","Average product","Reviewed in India on 14 December 2024","Not so good","5.0 out of 5 stars","","0",,,
"R2RWY416WA5TB6","Satisfied purchase comes with alot of earphone accessories.","Comes with a lot of earphone accessories.Satisfied.","Reviewed in India on 13 December 2024","Black colour","5.0 out of 5 stars","https://m.media-amazon.com/images/I/81bFOwDbykL.jpg
https://m.media-amazon.com/images/I/81vhL1O65nL.jpg","0",,,
"R1NBB2D7FOQQZE","Amazon Customer","Good sound, Good quality ,best for music lovers ,best in price","Reviewed in India on 13 December 2024","Best headphones","5.0 out of 5 stars","","0",,,
"R2HJT8OCDXM26X","Placeholder","Product is okay, thing is not comfortable with it, comes out of the ear very frequently","Reviewed in India on 13 December 2024","Earphones comes out frequently, very uncomfortable","1.0 out of 5 stars","","0",,,
"R15MLQBARDBB4N","Megha chandravanshi ","The mic of this earphone is not working. It's totally waste of money, also this product doesn't support in all android phone. It is the total waste of money","Reviewed in India on 12 December 2024","Worst experience","1.0 out of 5 stars","","0",,,
"R2IKVYQ9BNSGMA","E.M.MANOJKUMAR","Purchased this September with one year warranty,now only one side is working & can't return this product & no service from company.","Reviewed in India on 12 December 2024","Very bad","1.0 out of 5 stars","","0",,,
"R9HXOIVHKAMKC","kishore","I bought wired earphone and one side is not working and tried to exchange there is no continue option to continue to exchange. Very bad","Reviewed in India on 12 December 2024","Bad service","1.0 out of 5 stars","","0",,,
"R2F1IVVQJ0YT26","Sourav","Only bass not quality sound","Reviewed in India on 11 December 2024","Very bad sound","1.0 out of 5 stars","","0",,"Neon Lime","With Carry Case"
"R7360NETB8J2C","Niya","I used it for 2months.. after ,it is completely disfunctional.worst product.","Reviewed in India on 9 December 2024","Worst product","1.0 out of 5 stars","","0",,,
"RAQP4EJOZLN29","Avinash Gaikwad","One side stopped working in 10 days","Reviewed in India on 7 December 2024","Not working","1.0 out of 5 stars","","0",,,
"R37BSWZ2V23961","Abhishek Ganesh Mahade","It was 1st timebolt dissapoints...1 side stop working within 1 month... literally its frustrating...i give up on this brand forever...👎","Reviewed in India on 4 December 2024","Worst product of bolt","1.0 out of 5 stars","","0",,,
"R2QFVDGBMBK2LB","Akshata Jambhore","Bad ek ear se aavaj aati dusre se nhi","Reviewed in India on 4 December 2024","No","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71hBzndg8yL.jpg","0",,,
"R3SEFU7ITOFI9M","Rocky ","One side only work head phone..😔😡","Reviewed in India on 4 December 2024","Defective product","1.0 out of 5 stars","","0",,,
"R2WYOJM9NYCDKP","JAyhind yadav","not feet for ears, every time it's out from ears","Reviewed in India on 3 December 2024","not feet for ears, every time it's out from ears","1.0 out of 5 stars","","0",,,
"RNVCYON3R2MJ4","Premalatha RS","TOTALLY DISAPPOINTED WITH THIS PRODUCTONE SIDE NOT WORKING, PACKING WAS NOT GOODDOESN'T FIT INTO EARS","Reviewed in India on 30 November 2024","ONE SIDE NOT WORKING","1.0 out of 5 stars","","0",,,
"R43AMFUMFWAA6","GUNARAJA GUNARAJA","Useless product, One side of the earphone not working properly, total money waste, sound quality also not good.","Reviewed in India on 29 November 2024","Not good","1.0 out of 5 stars","https://m.media-amazon.com/images/I/7199bmgoGbL.jpg","0",,,
"R1G8J6O3FDP20Q","Worst product I've ever ordered ","Product is not working","Reviewed in India on 29 November 2024","Not working","1.0 out of 5 stars","","0",,,
"RXYGSCO0G63ZS","Vinay Kashyap",false,"Reviewed in India on 29 November 2024","Not better in Fiting","1.0 out of 5 stars","https://m.media-amazon.com/images/I/616+3h+mnML.jpg","0",,,
"R2K2STGREW3XY7","dilip kumar","Worst product ever","Reviewed in India on 28 November 2024","Worst product ever","1.0 out of 5 stars","","0",,,
"R15SYM4ZH3IO0X","Vaidyanathan","Not a good product mic is very sensitive to the slightest noise and takes unnecessary unwanted commandsNot able to replace the item as the same feature is not available","Reviewed in India on 27 November 2024","Bad product","1.0 out of 5 stars","","0",,,
"R2G67BQQLHQPDX","Amit kumar","Good","Reviewed in India on 27 November 2024","Good","1.0 out of 5 stars","","0",,"Black","With Carry Case"
"RP5YJSWHTSORL","Rahul Debnath","1 side is unable to listen within 30 days.But called to boat service centre and replaced successfully","Reviewed in India on 27 November 2024","Disturbing one side of headphone","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61jSrHXuPbL.jpg","0",,,
"R195889NGEWO37","Muskan Tiwari","Fit is worst also the Amazon return policy are worst as the return date passed away still I was not able to return it since Amazon is not accepting the return and asking for a boat centre return worst service worst product","Reviewed in India on 21 November 2024","Worst ever experience of buying earphones","1.0 out of 5 stars","","0",,,
"R9KCE429OJ714","Srinivasan","I ordered thjs earphone on 8th but it is defected so placed return order on 9th, but not yet pickedup  for 12 days pls takeit back and give my money","Reviewed in India on 20 November 2024","Refund not Initiated past 12 days","1.0 out of 5 stars","","0",,,
"R1RJCFO2DRKCJL","Shailendra Kumar Balmiki","अभी प्राप्त ही नहीं हुआ है तो क्या समीक्षाएं प्रस्तुत करें आपके डिलीवरी लड़के हमारे घर तक समान देने में उपभोक्ता से चल कर आओ नहीं तो समान वापस ले जायेंगे कहते हैं हम आपके घर तक नहीं आयेंगे कहते।","Reviewed in India on 19 November 2024","समान ना प्राप्त होना","1.0 out of 5 stars","","0",,,
"RJS6EBYMF60YZ","Raj Kishor","No help from Amazon nor boat company mic problem","Reviewed in India on 18 November 2024","Damaged product recived","1.0 out of 5 stars","","0",,,
"R3N2Q2EJ6VSYXG","Indranil Ganguly","I received a damage product  ( Boat bassheads 225 ). Trying to replace, but no way to replace this damage product.","Reviewed in India on 18 November 2024","Damage product delivered. Be careful everybody.","1.0 out of 5 stars","","0",,,
"R1GI45GEJLD5QT","Kartikey Rana","Left earphone stop working within the first month of the purchase.","Reviewed in India on 17 November 2024","Not good","1.0 out of 5 stars","","0",,,
"R169BRL3NF2QSH","Sowminarayanan","Duplicate product don't buy within one month one side of headphones not working","Reviewed in India on 16 November 2024","Very worst","1.0 out of 5 stars","","0",,,
"R2MPCILXVXIPNR","Srishti   gupta","It is so slippery.","Reviewed in India on 14 November 2024","Boat wired earphone","1.0 out of 5 stars","","0",,,
"R2UFI5RFIYGN9M","Bhausaheb tudavekar","Wire damaged what to do poor quality sound is ok but poor quality of wire","Reviewed in India on 14 November 2024","Wire is damaged","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61AIgInnQGL.jpg
https://m.media-amazon.com/images/I/712lDbze+mL.jpg","0",,,
"R50R3RAYFVNH5","Rahul kumar","Very bad product... Don't buy it defective product.... Boat is worse company","Reviewed in India on 14 November 2024","No noice cancellation","1.0 out of 5 stars","","0",,,
"R1YJRXM1M3O0M8","Ashok","Uncomfortable to use while bike ride.","Reviewed in India on 14 November 2024","Worst","1.0 out of 5 stars","","0",,,
"R2INS1440G97WN","Bad product, I found a use product. It's waste of money...","Bekar product hai","Reviewed in India on 13 November 2024","Bekar product hai","1.0 out of 5 stars","","0",,,
"RH5TB7QKJ4UM9","Alkshu","Within a month  my earphones right side stops working","Reviewed in India on 12 November 2024","Boat earphones","1.0 out of 5 stars","","0",,,
"R2XNPAZK2GA253","Vijaylaxmi ","Audio breaks and comparatively heavy in weight","Reviewed in India on 12 November 2024","Not satisfied","1.0 out of 5 stars","","0",,,
"R2EWCDHWICTGPW","Mani","This item is not working .I have requested to return. But no response","Reviewed in India on 12 November 2024","Not quality material","1.0 out of 5 stars","","0",,,
"RS67WPQKFBXJP","Samad Khafi","I was excited when I received the item. That didn't last long, as I tried to connect it to my phone. It didn't work, tried several times, once connected. But, the sound quality wasn't right. It sounded like someone was mumbling. The play pause button never worked. This was the worst experience ever. On top of that, Amazon is suggesting me to watch some videos to troubleshoot the issue. They are refusing to replace the item. There is no next step when I fill the details for replacement. Extremely disappointed.","Reviewed in India on 11 November 2024","The earphone doesn't pair correctly to any phone.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71F9xEegTRL.jpg","4",,,
"RMOIP9920W8R1","Harshit","Didn’t stay in ear … bass is good but give pain to ears","Reviewed in India on 10 November 2024","Very heavy","1.0 out of 5 stars","","0",,,
"R2WJCQ2CLNZ2DA","Gestalt ","Left pod stopped working after 2 weeks......","Reviewed in India on 9 November 2024","Waste of money","1.0 out of 5 stars","","0",,,
"R1T5ZS82TE64XO","sab gadbad aaya h , na staring ghum rha h na bacha pav rakh pa rha h gadi me , or  gadi itni chhoti h ki mera 2 saal ka bacha v thik se use nhi kar pa rha h","one side sound come some time both side some time only one side sound come, not good, my refund not process,","Reviewed in India on 4 November 2024","Refund nhi mila , isiliye no more shoping with Amazon","1.0 out of 5 stars","","0",,,
"R3IV3IFZHDRPOT","Ram","Waste of money","Reviewed in India on 2 November 2024","Not user friendly. Doesn't sit in the ear","1.0 out of 5 stars","","0",,,
"RTQDEUMFUAVK0","Roshan","I dont like it take it back got a damaged piece","Reviewed in India on 2 November 2024","I got a damaged piece 🤬","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61-oHInsUgL.jpg
https://m.media-amazon.com/images/I/61QHW7iuuoL.jpg","0",,,
"R2DHO3F4HRLB1C","Vinayak Khune","Received damaged headphone","Reviewed in India on 1 November 2024","Received damaged headphone","1.0 out of 5 stars","","0",,,
"R186EHIQ103I4E","D.venkateswarlu","Not good","Reviewed in India on 29 October 2024","Very bad product","1.0 out of 5 stars","","0",,,
"R34YD927JE5VF4","Very very bad earphone no clear sounds quality and sound breaking while walking","Very very bad earphone no clear sounds quality and sound breaking while walking","Reviewed in India on 29 October 2024","Very bad sound quality 😞","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61PkHZSqAFL.jpg","0",,,
"R25ODGAA4D986Z","Umesh Kumar","I am using boat since last 6 years but this time its a Total NO ,quality has been degraded and wire  breadth shorted/ slimed which in turn affects it's durability and also bass is too loud and good for music lovers lyrics not audible properly only bass hits in ear so don't buy it instead use OnePlus it has good sound quality and control","Reviewed in India on 28 October 2024","Not worthy","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71UfVqN4NxL.jpg
https://m.media-amazon.com/images/I/71ihO4vko+L.jpg","0",,,
"R3JOJI5MZLXBIP","Sandesh Sharma","Very poor service from amazon, dont even try in life to order from amazon. And product was disaster.","Reviewed in India on 27 October 2024","Very poor service from amazon, dont even try in life to order from amazon. And product was disaster.","1.0 out of 5 stars","","0",,,
"R3AW2TNJTEUEA3","Sanyam","Tips are too loose and fall off all the time","Reviewed in India on 24 October 2024","Not Worth","1.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R10DM1BE5UGVKP","Akhilesh Y.","Plug out automatically bad quality","Reviewed in India on 23 October 2024","Bad quailty","1.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R3VCPEQN5IAV2Z","Amrita Chakraborty",false,"Reviewed in India on 22 October 2024","Get a used and old headphone","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61HcrOxpedL.jpg
https://m.media-amazon.com/images/I/61pde+j5QhL.jpg","0",,,
"R2448CMJXVECP6","Amazon Customer","Left earphone is not working not up to the mark","Reviewed in India on 22 October 2024","Left earphone not working","1.0 out of 5 stars","","0",,,
"R3KRMC0GJZ89Z9","Kalanjiyam. E","Heavy weight.doesn't fit, volume only high,it is not good for music lovers. The jack is not fit for my mobile over the back cover. Ear was pain.i hate boat.","Reviewed in India on 22 October 2024","Tha audio was not good,over weight.does not fit to my ears.","1.0 out of 5 stars","","0",,,
"R2QI5GAKHGPEEM","The product was good but it doesn't fit i want to return and there is no return policy 😡","Doesn't fit my ear useless problem 👎🏻","Reviewed in India on 21 October 2024","N","1.0 out of 5 stars","","0",,,
"RJM2UCZ57UT97","raju","Not upto the mark it stopped working after 5 months from the purchase ,","Reviewed in India on 18 October 2024","Not upto the expected quality","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R3BL6EYSRVK6HS","Tarakanta Muduli","Sound comes with noise, After 15 minute use head ache start.","Reviewed in India on 17 October 2024","Sound quality not good.","1.0 out of 5 stars","","0",,,
"R3H48GDGVUUH7P","Placeholder","After 6 months of use the mic stopped working now I am not able to call or play games with the headset","Reviewed in India on 16 October 2024","Poor quality","1.0 out of 5 stars","","0",,,
"RGZ52I2ZZWH1Z","Ear fitment is not good, unnecessary bass ruin music experience. ","No refund policy","Reviewed in India on 15 October 2024","Overhyped producy","1.0 out of 5 stars","","0",,,
"RJY1ZK04KNDES","MD RAJAB ALI","I bought it and used it for 10 days... After 10 days, it's not working. The left earphone stopped working. It got damaged without any kind of external harm. This is not fair and not worthy of the price.0.5/5👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼","Reviewed in India on 14 October 2024","Condition of the product","1.0 out of 5 stars","","0",,,
"R2LF7K7O0LKD1O","Pavani","Very heavy and uncomfortable","Reviewed in India on 13 October 2024","No return available 😞😭","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61bqhJUoOHL.jpg","0",,,
"R2UJA649TZTO91","Akash Raina","I think this is not new product it is ref product because one side earphone got damaged after using it for 3 days","Reviewed in India on 12 October 2024","waste of money","1.0 out of 5 stars","","0",,,
"R2RVHFLIBD7DA1","Marzban irani","Product was faulty. I requested Amazon for return. But there was a AI application and couldn't speak to Amazon. I couldn't return the product. Bad taste","Reviewed in India on 12 October 2024","Bad service from amazon","1.0 out of 5 stars","","0",,,
"R3VA6TQDR43SIO","Amit","First of all there is no sound increase / decrease buttons. There is no clarity of sound quality. Wastage of money","Reviewed in India on 10 October 2024","Not worth","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R2MPHHC4YFUWSA","User","I was using Boat products for a while and with comments I thought it will be a great product. It's a terrible product, didn't work and can't be returned. Waste of money.","Reviewed in India on 9 October 2024","Terrible product","1.0 out of 5 stars","","0",,"Black","With Carry Case"
"R102E49HGCFZRL","Manideepika","Received used product one is working another is not working","Reviewed in India on 9 October 2024","I received used product","1.0 out of 5 stars","https://m.media-amazon.com/images/I/711lwtYlgdL.jpg
https://m.media-amazon.com/images/I/71cQFvsiCHL.jpg","3",,,
"R180TKCIAF0R6A","Aswin","Worst earphones, doesn't even sit in ears.","Reviewed in India on 9 October 2024","Doesn't Sit","1.0 out of 5 stars","","2",,,
"R5K8CQ90PFXQY","kapil","Not functioning properly","Reviewed in India on 8 October 2024","Not a value for money","1.0 out of 5 stars","","0",,,
"R20DFIQSQKH7C1","Sharanya","Earphones broke within a week. Sound is only coming from on ear.","Reviewed in India on 7 October 2024","Terrible","1.0 out of 5 stars","","0",,,
"R1BEB15J8MBI7U","Biswaranjan prusty","Box are damaged","Reviewed in India on 7 October 2024","No satisfaction","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61bKLgqkvCL.jpg
https://m.media-amazon.com/images/I/61zOxaPhP6L.jpg
https://m.media-amazon.com/images/I/71yARTv5lQL.jpg","2",,,
"R340I0IE4WR40S","Kindle Customer","I ordered this for bass only. It's like very cheap product. No effect","Reviewed in India on 3 October 2024","No bass just playing sound","1.0 out of 5 stars","","0",,,
"R22REJCQIVUTUH","sahil s.","After 2 3 months headphones is not working properly","Reviewed in India on 3 October 2024","Performance","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R3J21KN8WHE6VI","Amazon Customer","Very bad fitting to ears","Reviewed in India on 2 October 2024","Not fiiting in ears","1.0 out of 5 stars","","0",,,
"R2319NT9FU2K0F","Chotu","It doesn't deserve one star , I have bought this earphone in March 2024 and after 2 month of purchase sound from one side has stopped","Reviewed in India on 19 September 2024","Worse product I have ever seen","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R32YO2JKL58QW9","Raju N","Dislike mike not working you can't talk","Reviewed in India on 3 September 2024","Mike not working","1.0 out of 5 stars","","0",,"Red","With Carry Case"
"R2L66ZUE41OPUS","Shekhar","Cheap type","Reviewed in India on 25 August 2024","Ordinary","1.0 out of 5 stars","","0",,"Forest Green","Without Carry Case"
"RLD3JBQAQFV15","Tanya Chandnani","Very badStopped working within a week","Reviewed in India on 10 August 2024","DONT BUY","1.0 out of 5 stars","","0",,"Black","With Carry Case"
"R1989MC3DNR6GR","murugan","1 week after left side buds not working one side only sound output will came.. waste product","Reviewed in India on 5 August 2024","Waste money","1.0 out of 5 stars","","0",,,
"R1OZ1OTGYFRXZQ","Amazon Customer","U can't use this product long it will be dead within a year or","Reviewed in India on 2 August 2024","Waste of money","1.0 out of 5 stars","","0",,,
"R2DZ9B0FXLQ2DS","abeen abraham","Ok","Reviewed in India on 30 July 2024","Ok","1.0 out of 5 stars","","0",,,
"R34AVXUPBUQX2L","Mr. sachin Sharma","Baar baar gir jate h ear se","Reviewed in India on 1 July 2024","No set in ear","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R288YGFR5S34FY","Amazon Customer","This keeps falling down from ears. The design does not allow it to be on the ears, kind of slippery. Just small movement of head and earphone is down.DO NOT BUY THIS EARPHONE.","Reviewed in India on 29 June 2024","Worst Product","1.0 out of 5 stars","","0",,"Blue","With Carry Case"
"RCK2U3SNZFAU0","Fake product and not working property and durabel","To get blueooth zebroncis","Reviewed in India on 5 December 2024","Not working","2.0 out of 5 stars","","0",,,
"R1CYQAC2CG3Y1T","Yashwanth","Sound quality is not so good. Boult is good. No Durability . Doesn't last more than 3 months if used continuously.","Reviewed in India on 22 November 2024","Avg","2.0 out of 5 stars","","0",,,
"R1A73BMWJJ86LH","This product does not suits in watering leakge pipes","Sound and bass are not proper and it is painful while holding it more hours","Reviewed in India on 19 November 2024","It doesn't fit properly to ear","2.0 out of 5 stars","","0",,,
"R2J1L7ZD0MYYA5","Reesha","The mic is terrible and won't work till I'm almost eating it. The sound quality if average but its not too expensive so wasnt expecting too much","Reviewed in India on 16 November 2024","Mid","2.0 out of 5 stars","","0",,,
"R1VR0DOOYVLS48","V","Horrible fitting.","Reviewed in India on 10 November 2024","Fitting issue","2.0 out of 5 stars","","0",,,
"R2P39PULCGPXC0","Dark Tyler",false,"Reviewed in India on 1 November 2024","Product quality is so so, doesn't work properly, and also damaged body","2.0 out of 5 stars","","0",,,
"R7LMA6P8IGK7Q","Yukon","The design is such that it will cause your ears to hurt after 10 min. The Xiaomi one is so comfortable that I can wear it for hours at one stretch.","Reviewed in India on 30 October 2024","Very uncomfortable to wear.","2.0 out of 5 stars","","0",,,
"R2M0XU6HP9U3BN","Juned","Not working not getting inserted ordered for the replacement will update accordingly","Reviewed in India on 25 October 2024","Not working properly","2.0 out of 5 stars","","0",,,
"R1OIK3T7OCQ8KQ","Mic butan","Button not work","Reviewed in India on 25 October 2024","Mic button not working","2.0 out of 5 stars","","0",,,
"R2EY1P1BYCMI1Z","Ravin singh","The sound quality is great you will feel thumps and you will enjoy the bass it's durable value for money but built isnt great as it doesn't fit to your ear properly and it make your ear cry due to pain.","Reviewed in India on 25 October 2024","Sound is good but built sucks.","2.0 out of 5 stars","","0",,,
"R1C16HTML1U2YU","Sristi Dey","Just dont stay in ear for even 1 min..keeps on falling..","Reviewed in India on 24 October 2024","Just dont stay in ear for even 1 min.","2.0 out of 5 stars","","0",,,
"R1BRH072OI43BP","Bicky","Maine ye headphone aj second time purchase kiya hai first headphone karib ak saal chala best wired headphone hai but second time me headphone me kafi quality compromise kiya hau hai","Reviewed in India on 20 October 2024","Long lasting headphone","2.0 out of 5 stars","","0",,,
"RRSFP7ASKV0GR","Amazon user","I've been using this for a while now. Quality, sound everything is superb. But it won't stay in you ears. It keeps on falling every few minutes because it's made of metal and it's heavy. Please go for other products made of plastic.","Reviewed in India on 16 October 2024","Don't buy and waste your money","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R7YY1IV2L1M0S","Nitesh yadav","Bass of the earphone is not very good. When I have bought this earphone before then the bass is very good .","Reviewed in India on 9 October 2024","Bass","2.0 out of 5 stars","","0",,,
"R289XL9QJMXN4E","My earphones not working ","I want exchange this product","Reviewed in India on 19 August 2024","One side not working","2.0 out of 5 stars","","0",,"Neon Lime","With Carry Case"
"RI7EYWGIB237D","Hemanth MP","It was working really well. And then it Stopped working after 6 months. Same happed for the second one also.","Reviewed in India on 7 August 2024","Quality","2.0 out of 5 stars","","0",,,
"R1LDZNYJPKWFQ9","Rojin jose","Not fit for all....Its not fit in our ear all time its loose and down from ear, too high bass leads ear damage and sound not very much clear due to the peak bass","Reviewed in India on 15 July 2024","💯% Fully disappointed & disturbing","2.0 out of 5 stars","","0",,"Neon Lime","With Carry Case"
"R34A6BO3898JJA","Manikandan ","Worst product","Reviewed in India on 4 July 2024","Not fit and Mike","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R1LULL42DVHQU0","Amazon Customer","I have bought and used almost 8 to 10 such products !They are good first 3 months then sound starts to drop.By 6 months of the ear plug completely stops working after sometime the whole thing becomes defunt !!","Reviewed in India on 21 June 2024","Durability","2.0 out of 5 stars","","0",,"Black","With Carry Case"
"R30RTMG2PVZJZK","Amazon Customer","The design is not friendly to use.","Reviewed in India on 29 May 2024","Difficult to handle","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"RGX7CY8LDC7IL","Navneet","Not as per standard quality.","Reviewed in India on 13 May 2024","Not good as was earlier products","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R3L908ICAF00N3","Ashoke roy","Never buy this from boat is not good company , very poor quality","Reviewed in India on 27 April 2024","Worst product","2.0 out of 5 stars","","0",,"Black","With Carry Case"
"R2AU9DX318S7ZQ","Vasuki Muthu","Product quality is good.. Application point of view, it's easily coming out from ear coz of too much weight of the cable. So disappointed","Reviewed in India on 22 April 2024","Not upto the expectations","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R109OJDXAHVW9F","Suresh Kumar","The product is good. Good sound and the case is super cool.Good for taking calls and listening to music for shorter time.But it is not at all comfortable at all to wear these ear buds for longer time. Even after wearing for about 15 minutes you shall start feeling uncomfort and pain in hears. Not recommended for longer usage.Wish I could return this item. But there is only replacement no return :(","Reviewed in India on 15 April 2024","Good Product for taking calls, listning to music. But not comforable for long usage","2.0 out of 5 stars","","0",,"Neon Lime","With Carry Case"
"R21EJA70PBKN2H","vishal m.","Display purity is very average and I don't see anything good in noise cancellation is  it pretty much decent and condition also good. If you are travelling more just avoid it and take a pretty good noise cancellation earphone","Reviewed in India on 13 April 2024","Average product","2.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R350VDI4O1M4G7","Amazon Customer","Decent","Reviewed in India on 24 March 2024","Okay","2.0 out of 5 stars","","0",,,
"R276I4JSL9INMU","Rahul Kumar","It is too heavy that it keep falling from my ears","Reviewed in India on 13 March 2024","Too heavy","2.0 out of 5 stars","","0",,"Red","With Carry Case"
"R8BJDUKK1Y5K9","M.d j.","Average","Reviewed in India on 4 March 2024","Earphone","2.0 out of 5 stars","","0",,,
"R3B3ODM5ZVQCJL","Amazon Customer","wondrefull quality , clear bass , best at this price , but I want return this product which return process was not succussed 3 time . Because headphones are not fitting in my ears.","Reviewed in India on 13 February 2024","wondrefull quality , clear bass , best at this price","2.0 out of 5 stars","","0",,"Black","With Carry Case"
"RXD5YWAD7MPUZ","Nice book ","Don't know how this is so highly recommended but it's a very very basic pair of earphones. It should cost 200 bucks max so it's overpriced for the quality. I've purchased better ones for cheaper few years ago.","Reviewed in India on 4 February 2024","Very very ordinary","2.0 out of 5 stars","","0",,"Red","With Carry Case"
"R1BJFSPI0C4T1W","Viswanathan","It's a worst purchase I made in recent times. The ear buds are huge, heavy which causes pain in ears after using just 1 hour. The buit in mic is good but otherwise it's a bad choice to buy this product especially when logn duration of usage is expected.","Reviewed in India on 29 January 2024","Worst","2.0 out of 5 stars","","0",,"Forest Green","With Carry Case"
"R2F1Z0VOC7KQB6","NARESH","Ear pe tok tha he nahi hamesa girjatha hye kya faidha fir","Reviewed in India on 27 January 2024","Not good","2.0 out of 5 stars","","0",,"Black","With Carry Case"
"R1MNNXWNK86Q33","Amazin D","if you want to hear music and movie its good for gaming no bassheads should be used and its drop from ears again and again 😔","Reviewed in India on 18 January 2024","Not for gaming Bgmi","2.0 out of 5 stars","","0",,"Red","With Carry Case"
